left_instance_id,right_instance_id
270345,163850
270345,712728
270345,729116
270345,458792
270345,81979
270345,122978
270345,696428
270345,925823
270345,401556
270345,1171613
270345,1147038
270345,1007779
270345,172216
270345,884988
270345,884994
270345,532786
270345,1016133
270345,1114445
270345,295250
270345,156016
270345,1180048
270345,999824
270345,500133
270345,983468
270345,565684
270345,573883
270345,41434
270345,262620
270345,1188342
270345,279050
270345,1204806
270345,410206
270345,688746
270345,664181
270345,652
270345,1008271
270345,377489
270345,811675
270345,991935
270345,639686
270345,762586
270345,402143
270345,639717
270345,418570
270345,656148
270345,779047
270345,582449
270345,860984
270345,836421
270345,74573
270345,1139542
270345,1074019
270345,557958
270345,1082248
270345,344970
270345,123819
270345,943022
270345,975810
270345,869337
270345,156659
270345,82933
270345,205818
270345,1082366
270345,173105
270345,99409
270345,58464
270345,1188973
270345,967804
270345,664701
270345,394389
270345,451771
270345,353502
270345,1000678
270345,623853
270345,1123574
270345,9499
270345,1197344
270345,640296
270345,1115465
270345,173388
270345,763217
270345,861536
270345,75114
270345,1025400
270345,722304
270345,140673
270345,1033600
270345,525700
270345,492951
270345,443797
270345,42401
270345,9664
270345,107983
270345,1197530
270345,1164767
270345,812521
270345,1515
270345,468467
270345,1009159
270345,230946
270345,468521
270345,157245
270345,525890
270345,1001047
270345,1123928
270345,640612
270345,1099384
270345,157317
270345,370318
270345,812733
270345,460477
270345,460492
270345,206565
270345,706287
270345,1165063
270345,337675
270345,763662
270345,59153
270345,370461
270345,182052
270345,657242
270345,272241
270345,223101
270345,927616
270345,362407
270345,174010
270345,559035
270345,1083324
270345,67545
270345,927706
270345,378867
270345,927759
270345,477299
270345,75903
270345,75909
270345,624776
270345,927892
270345,919725
270345,411834
270345,1190080
270345,10448
270345,1059050
270345,354546
270345,944400
270345,157974
270345,420150
270345,944475
270345,1116508
270345,649600
270345,1116550
270345,321927
270345,240040
270345,903612
270345,567754
270345,272868
270345,649701
270345,1223154
270345,395771
270345,1174020
270345,182801
270345,543254
270345,2602
270345,469554
270345,739890
270345,797248
270345,592450
270345,59990
270345,174679
270345,297597
270345,199300
270345,371364
270345,1125042
270345,723674
270345,707293
270345,502519
270345,43771
270345,35637
270345,805694
270345,551742
270345,1149773
270345,928589
270345,887661
270345,813943
270345,838524
270345,977821
270345,953269
270345,142264
270345,256971
270345,633806
270345,486357
270345,297942
270345,601099
270345,642089
270345,224339
270345,85082
270345,371832
270345,175231
270345,1158271
270345,584871
270345,724150
270345,101601
270345,519395
270345,388352
270345,118025
270345,101644
270345,888082
270345,216359
270345,1174830
270345,486705
270345,937289
270345,1191242
270345,830924
270345,601560
270345,634335
270345,69200
270345,937553
270345,716413
270345,568976
270345,708251
270345,28319
270345,1068717
270345,1207994
270345,36548
270345,593629
270345,732897
270345,552680
270345,1199884
270345,839462
270345,757548
270345,282420
270345,814903
270345,1158983
270345,544600
270345,159600
270345,1142674
270345,896937
270345,651208
270345,372684
270345,110551
270345,200706
270345,1134633
270345,938030
270345,1101881
270345,716877
270345,946260
270345,479324
270345,897123
270345,692334
270345,684150
270345,1159290
270345,127116
270345,749709
270345,184485
270345,528550
270345,1036472
270345,725185
270345,938188
270345,1110238
270345,1134822
270345,954611
270345,86260
270345,184570
270345,921922
270345,37195
270345,995662
270345,889198
270345,1192325
270345,1134987
270345,1216934
270345,61863
270345,307637
270345,741837
270345,922086
270345,1159680
270345,365094
270345,987697
270345,627249
270345,823878
270345,160394
270345,127660
270345,103093
270345,29375
270345,914152
270345,348909
270345,86783
270345,1192833
270345,1110913
270345,1045401
270345,701429
270345,1053797
270345,144527
270345,332943
270345,963759
270345,1168566
270345,62654
270345,865480
270345,840957
270345,177411
270345,767249
270345,1062170
270345,275791
270345,406887
270345,1103227
270345,497047
270345,5560
270345,898641
270345,87659
270345,1218162
270345,988793
270345,620200
270345,480983
270345,120541
270345,259842
270345,792321
270345,816931
270345,849705
270345,96065
270345,333667
270345,972646
270345,1161110
270345,472984
270345,194519
270345,858133
270345,317491
270345,30783
270345,817262
270345,1120366
270345,997494
270345,1202333
270345,981156
270345,727230
270345,448738
270345,252150
270345,366864
270345,186684
270345,964940
270345,883020
270345,1055067
270345,792977
270345,866724
270345,440753
270345,801209
270345,850410
270345,965119
270345,694917
270345,15001
270345,842394
270345,137881
270345,793360
270345,1170276
270345,39844
270345,687061
270345,1121241
270345,39933
270345,302098
270345,728140
270345,1055899
270345,507080
270345,285985
270345,89391
270345,1113411
270345,130417
270345,1023455
270345,843286
270345,679470
270345,310848
270345,925252
270345,482926
270345,1064627
270345,900995
163850,458792
163850,696428
163850,925823
163850,401556
163850,884988
163850,532786
163850,500133
163850,983468
163850,41434
163850,279050
163850,1204806
163850,1008271
163850,377489
163850,639717
163850,418570
163850,779047
163850,582449
163850,860984
163850,869337
163850,205818
163850,99409
163850,967804
163850,451771
163850,353502
163850,1000678
163850,173388
163850,722304
163850,140673
163850,1033600
163850,107983
163850,1197530
163850,812521
163850,1123928
163850,1099384
163850,1165063
163850,174010
163850,378867
163850,624776
163850,1116508
163850,2602
163850,797248
163850,297597
163850,199300
163850,371364
163850,502519
163850,551742
163850,813943
163850,256971
163850,486357
163850,297942
163850,601099
163850,1215602
163850,724150
163850,757548
163850,1158983
163850,716877
163850,479324
163850,684150
163850,528550
163850,1036472
163850,921922
163850,889198
163850,61863
163850,307637
163850,922086
163850,160394
163850,127660
163850,865480
163850,5560
163850,620200
163850,816931
163850,858133
163850,1120366
163850,252150
163850,883020
163850,792977
163850,793360
163850,310848
163850,900995
712728,458792
712728,122978
712728,696428
712728,925823
712728,532786
712728,1016133
712728,295250
712728,500133
712728,983468
712728,1204806
712728,377489
712728,418570
712728,582449
712728,860984
712728,869337
712728,99409
712728,451771
712728,353502
712728,1000678
712728,722304
712728,140673
712728,1033600
712728,107983
712728,1197530
712728,812521
712728,927616
712728,174010
712728,378867
712728,624776
712728,911686
712728,543254
712728,2602
712728,797248
712728,297597
712728,371364
712728,502519
712728,805694
712728,240452
712728,813943
712728,838524
712728,256971
712728,486357
712728,1158271
712728,101601
712728,757548
712728,716877
712728,479324
712728,1159290
712728,184485
712728,528550
712728,1036472
712728,938188
712728,995662
712728,61863
712728,127660
712728,865480
712728,275791
712728,87659
712728,1120366
712728,792977
712728,15001
712728,793360
729116,458792
729116,81979
729116,598082
729116,122978
729116,696428
729116,925823
729116,401556
729116,1171613
729116,778474
729116,884988
729116,180501
729116,532786
729116,1016133
729116,1114445
729116,295250
729116,156016
729116,1180048
729116,713104
729116,500133
729116,983468
729116,1188342
729116,279050
729116,1204806
729116,696910
729116,664181
729116,1008271
729116,377489
729116,811675
729116,639717
729116,418570
729116,656148
729116,779047
729116,582449
729116,860984
729116,836421
729116,1082248
729116,869337
729116,156659
729116,82933
729116,99409
729116,58464
729116,1131636
729116,967804
729116,451771
729116,353502
729116,1000678
729116,623853
729116,1115465
729116,173388
729116,927060
729116,722304
729116,140673
729116,1033600
729116,525700
729116,107983
729116,1197530
729116,812521
729116,468467
729116,1009159
729116,665105
729116,1156663
729116,1123928
729116,1099384
729116,157317
729116,370318
729116,812733
729116,1165063
729116,927616
729116,362407
729116,174010
729116,1083324
729116,927759
729116,75909
729116,624776
729116,927892
729116,411834
729116,10448
729116,420150
729116,641362
729116,240040
729116,567754
729116,1223154
729116,1174020
729116,543254
729116,2602
729116,797248
729116,174679
729116,297597
729116,199300
729116,371364
729116,1125042
729116,502519
729116,43771
729116,805694
729116,551742
729116,928589
729116,887661
729116,813943
729116,838524
729116,101297
729116,158644
729116,256971
729116,633806
729116,486357
729116,297942
729116,601099
